,Open,High,Low,Volume,increase
1057,4000.3317869999996,4271.79248,4000.3317869999996,7240968501.0,True
1058,4081.030518,4089.561523,3760.0205079999996,6158207293.0,False
1059,3819.6667479999996,3893.359619,3769.8637700000004,5326547918.0,True
1060,3854.688477,3874.4169920000004,3645.448486,5130222366.0,False
1061,3653.131836,3956.135986,3642.63208,5631554348.0,True
1062,3932.491699,3963.758789,3820.4086909999996,4991655917.0,False
1063,3822.3847659999997,3901.908936,3797.219238,4770578575.0,True
1064,3866.839111,3868.74292,3725.867432,4661840806.0,False
1065,3746.713379,3850.913818,3707.2312009999996,4324200990.0,True
1066,3849.2163090000004,3947.9812009999996,3817.4094240000004,5244856836.0,True
1067,3931.0485840000006,3935.6850590000004,3826.2229,4530215219.0,False
1068,3832.040039,3865.9345700000003,3783.85376,4847965467.0,True
1069,3851.9738770000004,3904.9030759999996,3836.900146,5137609824.0,False
1070,3836.519043,4093.297363,3826.5131840000004,5597027440.0,True
1071,4078.584961,4092.613525,4020.894043,5228625637.0,False
1072,4028.472168,4109.020996,3996.955322,5306593305.0,True
1073,4031.5520020000004,4068.403564,4022.662842,5115905225.0,True
1074,4034.4113770000004,4064.06665,3659.174561,6874143796.0,False
1075,3674.015381,3713.881836,3653.069824,5538712865.0,True
1076,3686.9731450000004,3698.978271,3653.8107909999994,4778170883.0,False
1077,3658.868164,3674.76001,3544.927246,4681302466.0,False
1078,3557.311035,3727.836182,3552.2851560000004,5651384490.0,True
1079,3704.2163090000004,3720.1533200000003,3619.9492189999996,5537192302.0,False
1080,3631.5097659999997,3685.7771,3624.67334,5394457145.0,True
1081,3651.8710939999996,3680.135986,3621.960938,5464420383.0,True
1082,3677.990479,3682.5200200000004,3637.080811,5002961727.0,False
1083,3652.3779299999997,3758.533447,3652.3779299999997,5955691380.0,True
1084,3725.446045,3743.387939,3583.0195310000004,5582489560.0,False
1085,3600.372803,3608.8408200000003,3558.5371090000003,5004347059.0,False
1086,3575.0812990000004,3620.746582,3539.721436,5313623556.0,True
1087,3605.557129,3623.067871,3565.313965,5433755649.0,False
1088,3584.500244,3616.087402,3569.092773,5262869046.0,True
1089,3607.390381,3612.9277340000003,3575.5974119999996,5265847539.0,False
1090,3599.715332,3654.9331049999996,3593.345947,5098183235.0,True
1091,3604.687256,3612.671387,3567.24585,5570752966.0,False
1092,3584.283203,3586.750977,3439.23291,6908930483.0,False
1093,3468.8701170000004,3476.0654299999997,3400.819824,5897159493.0,False
1094,3443.896973,3495.1748049999997,3429.387939,5955112627.0,True
1095,3485.4091799999997,3504.804932,3447.915771,5831198271.0,False
1096,3460.547119,3501.954102,3431.591553,5422926707.0,True
1097,3484.625977,3523.287354,3467.574707,5071623601.0,True
1098,3516.139648,3521.3881840000004,3447.9243159999996,5043937584.0,False
1099,3467.21167,3476.2238770000004,3442.586914,5332718886.0,False
1100,3454.950928,3478.148193,3451.937012,5227549545.0,True
1101,3469.091797,3469.091797,3398.5654299999997,5482196038.0,False
1102,3414.929443,3427.945557,3394.218506,5004962683.0,False
1103,3401.376465,3695.614014,3391.023682,7735623101.0,True
1104,3671.585938,3679.9414060000004,3646.5593259999996,6158833645.0,False
1105,3673.2014159999994,3695.0361329999996,3640.9799799999996,6282256903.0,True
1106,3695.6130369999996,3695.6130369999996,3642.287842,6277056434.0,False
1107,3642.751953,3668.586914,3618.556885,6480384532.0,True
1108,3653.604004,3669.746582,3617.2463380000004,6438903823.0,False
1109,3631.1701659999994,3646.256592,3607.697754,6271044418.0,False
1110,3617.368408,3647.7951659999994,3608.206543,6091952231.0,True
1111,3615.270264,3652.8413090000004,3615.270264,5934744052.0,True
1112,3633.359375,3680.537354,3619.182129,7039512503.0,True
1113,3671.3698729999996,3936.665039,3669.982422,9908216640.0,True
1114,3911.661621,4010.8793950000004,3908.1530759999996,9933626655.0,True
1115,3946.6850590000004,4000.486328,3926.2468259999996,8693373948.0,True
1116,4000.256836,4010.009521,3940.108154,7775128102.0,False
1117,3952.406494,4006.53833,3950.8164060000004,7826525254.0,True
1118,3998.91626,4166.286133,3968.726807,8922258316.0,True
1119,4145.458008,4210.641602000001,3793.7089840000003,10794227451.0,False
1120,3807.0024409999996,3913.707275,3807.0024409999996,9318796067.0,True
1121,3878.6972659999997,3891.578857,3837.986328,7931218996.0,False
1122,3857.479736,3888.80249,3787.0588380000004,8301309684.0,False
1123,3848.2619630000004,3906.05835,3845.821289,8399767798.0,True
1124,3853.75708,3907.79541,3851.6923829999996,7661247975.0,True
1125,3855.318115,3874.607422,3832.1279299999997,7578786076.0,True
1126,3862.266113,3875.483643,3836.905762,7253558152.0,False
1127,3845.091553,3867.381836,3733.749756,9029175788.0,False
1128,3759.8325200000004,3903.9167479999996,3745.1831049999996,10174126415.0,True
1129,3897.0810549999997,3919.5104979999996,3871.460693,9175291529.0,True
1130,3903.3847659999997,3939.3732909999994,3894.1130369999996,9584165519.0,True
1131,3913.22583,3950.432129,3875.2285159999997,10638638944.0,False
1132,3894.55249,3987.237793,3892.390381,10796103518.0,True
1133,3966.1743159999996,3966.1743159999996,3924.381104,9713267607.0,False
1134,3953.7402340000003,3966.3847659999997,3889.239014,10125901903.0,False
1135,3903.758301,3926.88916,3863.559082,9809887079.0,True
1136,3913.047363,3926.5976560000004,3891.904297,9469184841.0,False
1137,3905.576904,3946.5043950000004,3901.296875,10480789570.0,True
1138,3926.66333,3968.5429689999996,3914.015381,9394210605.0,True
1139,3963.900146,4077.0363770000004,3961.657471,9856166973.0,True
1140,4047.719482,4054.1220700000003,4006.4111329999996,8221625400.0,False
1141,4029.968506,4071.5566409999997,4009.117188,9646954186.0,True
1142,4032.6918950000004,4082.216064,4023.8125,9344919956.0,True
1143,4070.7939450000003,4089.461914,4031.11084,10175916388.0,True
1144,4083.953857,4097.359863000001,4005.1513670000004,10831212662.0,False
1145,4028.514648,4053.906738,4021.5424799999996,9252935969.0,False
1146,4022.713379,4049.882568,4015.9646,9578850549.0,True
1147,4035.163574,4040.699707,4006.192871,9144851065.0,False
1148,4024.112793,4038.8408200000003,3934.03125,10359818883.0,False
1149,3969.22876,3985.080811,3944.7531740000004,10707678815.0,True
1150,3984.2448729999996,4087.0661619999996,3977.810547,10897131934.0,True
1151,4087.584473,4094.9021,4040.266357,9353915899.0,False
1152,4068.2998049999997,4113.500977000001,4034.097168,10918665557.0,True
1153,4092.1362299999996,4296.806640999999,4053.909668,9732688060.0,True
1154,4105.456055,4113.023438,4094.10083,9045122443.0,False
1155,4105.362305,4164.953125,4096.901367,10157794171.0,True
1156,4156.919434,4905.95459,4155.316895,21315047816.0,True
1157,4879.958008,5307.003418,4876.621094,22899891582.0,True
1158,4971.307617,5063.159668,4836.793945,18251810240.0,False
1159,4922.806152,5053.509765999999,4919.491699,16837325387.0,True
1160,5036.792969,5205.821777,4992.222168,16929795194.0,True
1161,5062.793945,5235.186522999999,5050.412109000001,16655416140.0,True
1162,5199.835449,5318.836426,5148.211914,17154113634.0,True
1163,5289.917969,5289.917969,5167.418945,14722104361.0,False
1164,5204.105469,5421.651367,5193.382324,15504590933.0,True
1165,5325.081543,5354.225586,5017.296386999999,16555616019.0,False
1166,5061.200684,5103.274414,4955.852539,13675206312.0,True
1167,5088.850098,5127.12207,5061.589355,10823289598.0,True
1168,5095.758789,5184.016113000001,5053.568359000001,10391952498.0,True
1169,5167.321777,5196.606934,5024.069336,12290155061.0,False
1170,5066.577636999999,5238.945313,5055.194824,11618660197.0,True
1171,5236.135254,5274.275390999999,5219.205566,12438480677.0,True
1172,5251.480469,5319.986328,5250.506836,13256489918.0,True
1173,5298.154297,5336.680176,5233.334961,13780238655.0,True
1174,5304.160645,5358.490723,5295.87793,13169647522.0,True
1175,5335.878906,5359.924805,5257.339355,13731844223.0,False
1176,5312.494629,5422.6875,5280.276855,14601631648.0,True
1177,5399.365723,5633.802246,5389.408691,15867308108.0,True
1178,5571.508301,5642.044434,5418.263184,17048033399.0,False
1179,5466.524414,5542.238281,5181.338867,15330283408.0,False
1180,5210.304688,5383.634277,5177.368652,16812108040.0,True
1181,5279.471191,5310.75,5233.635742,13111274675.0,False
1182,5271.746582,5326.231934,5255.683594,12819992056.0,True
1183,5284.858397999999,5311.274902,5216.487793,13735490672.0,False
1184,5247.726074,5363.257324,5224.189941,13878964574.0,True
1185,5350.914551,5418.003906,5347.645996,13679528236.0,True
1186,5402.422852000001,5522.262695,5394.217285,14644460907.0,True
1187,5505.552246,5865.881836,5490.20166,18720780006.0,True
1188,5769.202636999999,5886.893555,5645.469238000001,17567780766.0,True
1189,5831.068359000001,5833.862793,5708.035156,14808830723.0,False
1190,5791.693359000001,5802.95752,5653.6875,15737171804.0,False
1191,5745.599121,5988.178223,5741.395996,18026409033.0,True
1192,5849.481445,5989.980957,5794.71582,15320605300.0,True
1193,5982.316406,6183.039063,5982.316406,16784645411.0,True
1194,6175.822754,6434.617676,6161.519043,19419875368.0,True
1195,6379.666992,7333.00293,6375.69873,28867562329.0,True
1196,7203.507323999999,7503.87207,6815.770995999999,27773333680.0,False
1197,6971.178223000001,8047.413086,6898.282227,28677672181.0,True
1198,7807.884276999999,8268.712891,7696.391113,32031452227.0,True
1199,7989.374512,8216.423828,7899.106934,28344112920.0,True
1200,8194.500977,8320.824219,7729.608398,33167197581.0,False
1201,7886.925781,7929.145508,7038.124512,30066644905.0,False
1202,7341.664551000001,7447.271973000001,7251.504395,21354286562.0,False
1203,7267.962890999999,8261.941406,7267.962890999999,25902422040.0,True
1204,8196.923828,8200.967773,7678.781738,23843404340.0,False
1205,7977.969238,8062.167969,7843.339844,25127245056.0,False
1206,7956.291992,7997.612305,7615.987305,24719473175.0,False
1207,7677.269043000001,7943.791504000001,7533.196776999999,24457107820.0,True
1208,7881.695312999999,8140.719727,7824.44873,25919126991.0,True
1209,7991.885254000001,8117.925781,7965.976073999999,22256813107.0,True
1210,8055.206055,8687.520508,7924.67041,26677970091.0,True
1211,8674.072266,8907.174805,8668.705078,27949839564.0,True
1212,8802.757813,8807.016602,8634.72168,24226919267.0,False
1213,8718.591797,8755.852539,8482.728516,23473479966.0,False
1214,8661.760742,9008.314453,8221.273438,29246528551.0,False
1215,8320.286133,8586.65918,8172.550781,25365190957.0,True
1216,8573.839844,8625.600586,8481.578125,22488303544.0,False
1217,8565.473633,8809.303711,8561.235352,20266216022.0,True
1218,8741.74707,8743.5,8204.185547,22004511436.0,False
1219,8210.985352,8210.985352,7564.48877,24609731549.0,False
1220,7704.343262,7901.849120999999,7668.668456999999,21760923463.0,True
1221,7819.633301000001,7937.34082,7571.471191,19474611077.0,True
1222,7826.901367,8126.15332,7788.373535,19141423231.0,True
1223,8036.774901999999,8076.891113,7837.61084,16522722810.0,False
1224,7949.674805,7975.974120999999,7583.219727,16610726547.0,False
1225,7692.284668000001,8031.909668000001,7586.730956999999,18689275117.0,True
1226,8004.243651999999,8026.394043000001,7772.803711,17107279932.0,False
